date,location_identifier,transactions
2017-03-07,location_44,5478
2017-03-07,location_45,4736
2017-03-07,location_46,4758
2017-03-07,location_47,4931
2017-03-07,location_48,4056
2017-03-07,location_49,3412
2017-03-07,location_50,3586
2017-03-07,location_51,1860
2017-03-07,location_53,1024
2017-03-07,location_54,1052
2017-03-08,location_1,506
2017-03-08,location_2,2092
2017-03-08,location_3,3728
2017-03-08,location_4,1725
2017-03-08,location_5,1425
2017-03-08,location_6,2356
2017-03-08,location_7,1503
2017-03-08,location_8,2837
2017-03-08,location_9,2494
2017-03-08,location_10,1079
2017-03-08,location_11,2835
2017-03-08,location_12,1254
2017-03-08,location_13,946
2017-03-08,location_14,1089
2017-03-08,location_15,1117
2017-03-08,location_16,1064
2017-03-08,location_17,1527
2017-03-08,location_18,1374
2017-03-08,location_19,1301
2017-03-08,location_20,2455
2017-03-08,location_23,1046
2017-03-08,location_24,1882
2017-03-08,location_25,1136
2017-03-08,location_26,653
2017-03-08,location_27,2049
2017-03-08,location_28,1449
2017-03-08,location_30,642
2017-03-08,location_31,1641
2017-03-08,location_32,623
2017-03-08,location_33,1129
2017-03-08,location_34,2431
2017-03-08,location_35,700
2017-03-08,location_36,1121
2017-03-08,location_37,1392
2017-03-08,location_38,2639
2017-03-08,location_39,1630
2017-03-08,location_40,1158
2017-03-08,location_41,1224
2017-03-08,location_43,1318
2017-03-08,location_44,5213
2017-03-08,location_45,4670
2017-03-08,location_46,5045
2017-03-08,location_47,5059
2017-03-08,location_48,4462
2017-03-08,location_49,3457
2017-03-08,location_50,3258
2017-03-08,location_51,1902
2017-03-08,location_53,993
2017-03-08,location_54,1109
2017-03-09,location_1,1883
2017-03-09,location_2,1943
2017-03-09,location_3,3004
2017-03-09,location_4,1427
2017-03-09,location_5,1638
2017-03-09,location_6,1773
2017-03-09,location_7,1856
2017-03-09,location_8,2812
2017-03-09,location_9,2114
2017-03-09,location_10,984
2017-03-09,location_11,2323
2017-03-09,location_12,1287
2017-03-09,location_13,1012
2017-03-09,location_14,1498
2017-03-09,location_15,1487
2017-03-09,location_16,900
2017-03-09,location_17,1360
2017-03-09,location_18,1471
2017-03-09,location_19,1302
2017-03-09,location_20,1518
2017-03-09,location_23,1030
2017-03-09,location_24,2384
2017-03-09,location_25,872
2017-03-09,location_26,572
2017-03-09,location_27,1517
2017-03-09,location_28,1188
2017-03-09,location_30,746
2017-03-09,location_31,1367
2017-03-09,location_32,664
2017-03-09,location_33,1181
2017-03-09,location_34,2421
2017-03-09,location_35,670
2017-03-09,location_36,1125
2017-03-09,location_37,1569
2017-03-09,location_38,1563
2017-03-09,location_39,1244
2017-03-09,location_40,1583
2017-03-09,location_41,984
2017-03-09,location_43,1291
2017-03-09,location_44,4233
2017-03-09,location_45,3485
2017-03-09,location_46,3202
2017-03-09,location_47,3656
2017-03-09,location_48,2757
2017-03-09,location_49,2666
2017-03-09,location_50,2401
2017-03-09,location_51,1556
2017-03-09,location_53,739
2017-03-09,location_54,915
2017-03-10,location_1,1829
2017-03-10,location_2,1897
2017-03-10,location_3,3048
2017-03-10,location_4,1413
2017-03-10,location_5,1579
2017-03-10,location_6,1732
2017-03-10,location_7,1768
2017-03-10,location_8,2826
2017-03-10,location_9,2054
2017-03-10,location_10,1022
2017-03-10,location_11,2341
2017-03-10,location_12,1222
2017-03-10,location_13,941
2017-03-10,location_14,1415
2017-03-10,location_15,1499
2017-03-10,location_16,905
2017-03-10,location_17,1251
2017-03-10,location_18,1447
2017-03-10,location_19,1206
2017-03-10,location_20,1463
2017-03-10,location_23,1051
2017-03-10,location_24,2353
2017-03-10,location_25,835
2017-03-10,location_26,567
2017-03-10,location_27,1475
2017-03-10,location_28,1255
2017-03-10,location_30,746
2017-03-10,location_31,1568
2017-03-10,location_32,567
2017-03-10,location_33,1236
2017-03-10,location_34,2497
2017-03-10,location_35,729
2017-03-10,location_36,1208
2017-03-10,location_37,1549
2017-03-10,location_38,1455
2017-03-10,location_39,1404
2017-03-10,location_40,1538
2017-03-10,location_41,1008
2017-03-10,location_43,1335
2017-03-10,location_44,4499
2017-03-10,location_45,3476
2017-03-10,location_46,3090
2017-03-10,location_47,3687
2017-03-10,location_48,2515
2017-03-10,location_49,2714
2017-03-10,location_50,2466
2017-03-10,location_51,1622
2017-03-10,location_53,759
2017-03-10,location_54,860
2017-03-11,location_1,1893
2017-03-11,location_2,1933
2017-03-11,location_3,3130
2017-03-11,location_4,1542
2017-03-11,location_5,1546
2017-03-11,location_6,1705
2017-03-11,location_7,1879
2017-03-11,location_8,2974
2017-03-11,location_9,1785
2017-03-11,location_10,939
2017-03-11,location_11,2011
2017-03-11,location_12,1175
2017-03-11,location_13,834
2017-03-11,location_14,1258
2017-03-11,location_15,1330
2017-03-11,location_16,808
2017-03-11,location_17,1155
2017-03-11,location_18,1324
2017-03-11,location_19,1269
2017-03-11,location_20,1438
2017-03-11,location_23,1068
2017-03-11,location_24,2396
2017-03-11,location_25,955
2017-03-11,location_26,546
2017-03-11,location_27,1538
2017-03-11,location_28,930
2017-03-11,location_30,681
2017-03-11,location_31,1300
2017-03-11,location_32,573
2017-03-11,location_33,1012
2017-03-11,location_34,2226
2017-03-11,location_35,633
2017-03-11,location_36,1085
2017-03-11,location_37,1754
2017-03-11,location_38,1607
2017-03-11,location_39,1217
2017-03-11,location_40,1371
2017-03-11,location_41,1065
2017-03-11,location_43,1263
2017-03-11,location_44,4439
2017-03-11,location_45,3217
2017-03-11,location_46,3048
2017-03-11,location_47,3495
2017-03-11,location_48,2460
2017-03-11,location_49,2647
2017-03-11,location_50,2332
2017-03-11,location_51,1666
2017-03-11,location_53,815
2017-03-11,location_54,757
2017-03-12,location_1,1758
2017-03-12,location_2,1749
2017-03-12,location_3,2785
2017-03-12,location_4,1361
2017-03-12,location_5,1380
2017-03-12,location_6,1502
2017-03-12,location_7,1660
2017-03-12,location_8,2676
2017-03-12,location_9,1872
2017-03-12,location_10,866
2017-03-12,location_11,2078
2017-03-12,location_12,1226
2017-03-12,location_13,839
2017-03-12,location_14,1299
2017-03-12,location_15,1324
2017-03-12,location_16,817
2017-03-12,location_17,1153
2017-03-12,location_18,1371
2017-03-12,location_19,1032
2017-03-12,location_20,1471
2017-03-12,location_23,981
2017-03-12,location_24,2178
2017-03-12,location_25,873
2017-03-12,location_26,486
2017-03-12,location_27,1506
2017-03-12,location_28,1094
2017-03-12,location_30,640
2017-03-12,location_31,1355
2017-03-12,location_32,575
2017-03-12,location_33,978
2017-03-12,location_34,2312
2017-03-12,location_35,713
2017-03-12,location_36,1094
2017-03-12,location_37,1542
2017-03-12,location_38,1420
2017-03-12,location_39,1293
2017-03-12,location_40,1352
2017-03-12,location_41,964
2017-03-12,location_43,1255
2017-03-12,location_44,3877
2017-03-12,location_45,2907
2017-03-12,location_46,2738
2017-03-12,location_47,3235
2017-03-12,location_48,2205
2017-03-12,location_49,2452
2017-03-12,location_50,2214
2017-03-12,location_51,1423
2017-03-12,location_53,750
2017-03-12,location_54,799
2017-03-13,location_1,1869
2017-03-13,location_2,1974
2017-03-13,location_3,3079
2017-03-13,location_4,1376
2017-03-13,location_5,1564
2017-03-13,location_6,1663
2017-03-13,location_7,1729
2017-03-13,location_8,2862
2017-03-13,location_9,1692
2017-03-13,location_10,749
2017-03-13,location_11,2034
2017-03-13,location_12,1125
2017-03-13,location_13,806
2017-03-13,location_14,1233
2017-03-13,location_15,1335
2017-03-13,location_16,868
2017-03-13,location_17,1005
2017-03-13,location_18,1226
2017-03-13,location_19,1119
2017-03-13,location_20,1215
2017-03-13,location_23,1019
2017-03-13,location_24,2689
2017-03-13,location_25,1273
2017-03-13,location_26,725
2017-03-13,location_27,1680
2017-03-13,location_28,1100
2017-03-13,location_30,766
2017-03-13,location_31,1351
2017-03-13,location_32,650
2017-03-13,location_33,990
2017-03-13,location_34,2640
2017-03-13,location_35,645
2017-03-13,location_36,1124
2017-03-13,location_37,1763
2017-03-13,location_38,1630
2017-03-13,location_39,1222
2017-03-13,location_40,1286
2017-03-13,location_41,1007
2017-03-13,location_43,1315
2017-03-13,location_44,4237
2017-03-13,location_45,3354
2017-03-13,location_46,2835
2017-03-13,location_47,3490
2017-03-13,location_48,2417
2017-03-13,location_49,2694
2017-03-13,location_50,2370
2017-03-13,location_51,1685
2017-03-13,location_53,867
2017-03-13,location_54,853
2017-03-14,location_1,1377
2017-03-14,location_2,2101
2017-03-14,location_3,3737
2017-03-14,location_4,1715
2017-03-14,location_5,1567
2017-03-14,location_6,2130
2017-03-14,location_7,1762
2017-03-14,location_8,3011
2017-03-14,location_9,2419
2017-03-14,location_10,1095
2017-03-14,location_11,2377
2017-03-14,location_12,1298
2017-03-14,location_13,1183
2017-03-14,location_14,1729
2017-03-14,location_15,1285
2017-03-14,location_16,992
2017-03-14,location_17,1441
2017-03-14,location_18,1264
2017-03-14,location_19,1947
2017-03-14,location_20,2092
2017-03-14,location_23,1100
2017-03-14,location_24,2394
2017-03-14,location_25,1761
2017-03-14,location_26,710
2017-03-14,location_27,1976
2017-03-14,location_28,1404
2017-03-14,location_30,658
2017-03-14,location_31,1685
2017-03-14,location_32,710
2017-03-14,location_33,1272
2017-03-14,location_34,2749
2017-03-14,location_35,947
2017-03-14,location_36,1375
2017-03-14,location_37,1610
2017-03-14,location_38,2240
2017-03-14,location_39,1676
2017-03-14,location_40,1491
2017-03-14,location_41,1233
2017-03-14,location_43,1432
2017-03-14,location_44,5344
2017-03-14,location_45,4412
2017-03-14,location_46,4556
2017-03-14,location_47,4587
2017-03-14,location_48,3915
2017-03-14,location_49,3345
2017-03-14,location_50,3526
2017-03-14,location_51,1741
2017-03-14,location_53,1039
2017-03-14,location_54,1058
2017-03-15,location_1,502
2017-03-15,location_2,2021
2017-03-15,location_3,3689
2017-03-15,location_4,1722
2017-03-15,location_5,1390
2017-03-15,location_6,2275
2017-03-15,location_7,1469
2017-03-15,location_8,2773
2017-03-15,location_9,2401
2017-03-15,location_10,1029
2017-03-15,location_11,2641
2017-03-15,location_12,1247
2017-03-15,location_13,980
2017-03-15,location_14,1097
2017-03-15,location_15,1057
2017-03-15,location_16,1027
2017-03-15,location_17,1558
2017-03-15,location_18,1397
2017-03-15,location_19,1239
2017-03-15,location_20,2403
2017-03-15,location_23,966
2017-03-15,location_24,1832
2017-03-15,location_25,1079
2017-03-15,location_26,607
2017-03-15,location_27,1978
2017-03-15,location_28,1502
2017-03-15,location_30,578
2017-03-15,location_31,1504
2017-03-15,location_32,653
2017-03-15,location_33,1113
2017-03-15,location_34,2332
2017-03-15,location_35,742
2017-03-15,location_36,1083
2017-03-15,location_37,1324
2017-03-15,location_38,2400
2017-03-15,location_39,1656
2017-03-15,location_40,1288
2017-03-15,location_41,1217
2017-03-15,location_43,1342
2017-03-15,location_44,5270
2017-03-15,location_45,4522
2017-03-15,location_46,4708
2017-03-15,location_47,4969
2017-03-15,location_48,4313
2017-03-15,location_49,3323
2017-03-15,location_50,3154
2017-03-15,location_51,1755
2017-03-15,location_53,955
2017-03-15,location_54,1041
2017-03-16,location_1,1833
2017-03-16,location_2,1879
2017-03-16,location_3,2962
2017-03-16,location_4,1318
2017-03-16,location_5,1652
2017-03-16,location_6,1695
2017-03-16,location_7,1873
2017-03-16,location_8,2804
2017-03-16,location_9,2141
2017-03-16,location_10,952
2017-03-16,location_11,2171
2017-03-16,location_12,1220
2017-03-16,location_13,948
2017-03-16,location_14,1416
2017-03-16,location_15,1441
2017-03-16,location_16,851
2017-03-16,location_17,1167
2017-03-16,location_18,1421
2017-03-16,location_19,1267
2017-03-16,location_20,1396
2017-03-16,location_23,1034
2017-03-16,location_24,2335
2017-03-16,location_25,909
2017-03-16,location_26,617
2017-03-16,location_27,1552
2017-03-16,location_28,1152
2017-03-16,location_30,705
2017-03-16,location_31,1378
2017-03-16,location_32,655
2017-03-16,location_33,1095
2017-03-16,location_34,2407
2017-03-16,location_35,767
2017-03-16,location_36,1210
2017-03-16,location_37,1589
2017-03-16,location_38,1559
2017-03-16,location_39,1419
2017-03-16,location_40,1564
2017-03-16,location_41,1060
2017-03-16,location_43,1318
2017-03-16,location_44,3948
2017-03-16,location_45,3297
2017-03-16,location_46,3125
2017-03-16,location_47,3592
2017-03-16,location_48,2655
2017-03-16,location_49,2530
2017-03-16,location_50,2414
2017-03-16,location_51,1555
2017-03-16,location_53,745
2017-03-16,location_54,837
2017-03-17,location_1,1713
2017-03-17,location_2,1737
2017-03-17,location_3,2707
2017-03-17,location_4,1341
2017-03-17,location_5,1460
2017-03-17,location_6,1505
2017-03-17,location_7,1670
2017-03-17,location_8,2604
2017-03-17,location_9,1957
2017-03-17,location_10,957
2017-03-17,location_11,2237
2017-03-17,location_12,1190
2017-03-17,location_13,908
2017-03-17,location_14,1374
2017-03-17,location_15,1356
2017-03-17,location_16,889
2017-03-17,location_17,1393
2017-03-17,location_18,1344
2017-03-17,location_19,1070
2017-03-17,location_20,1391
2017-03-17,location_23,1006
2017-03-17,location_24,2311
2017-03-17,location_25,842
2017-03-17,location_26,565
2017-03-17,location_27,1473
2017-03-17,location_28,1322
2017-03-17,location_30,703
2017-03-17,location_31,1436
2017-03-17,location_32,657
2017-03-17,location_33,1137
2017-03-17,location_34,2419
2017-03-17,location_35,648
2017-03-17,location_36,1209
2017-03-17,location_37,1508
2017-03-17,location_38,1418
2017-03-17,location_39,1285
2017-03-17,location_40,1495
2017-03-17,location_41,995
2017-03-17,location_43,1324
2017-03-17,location_44,3630
2017-03-17,location_45,3144
2017-03-17,location_46,2888
2017-03-17,location_47,3250
2017-03-17,location_48,2515
2017-03-17,location_49,2407
2017-03-17,location_50,2295
2017-03-17,location_51,1453
2017-03-17,location_53,691
2017-03-17,location_54,860
2017-03-18,location_1,1780
2017-03-18,location_2,1776
2017-03-18,location_3,2896
2017-03-18,location_4,1320
2017-03-18,location_5,1501
2017-03-18,location_6,1542
2017-03-18,location_7,1773
2017-03-18,location_8,2795
2017-03-18,location_9,1689
2017-03-18,location_10,771
2017-03-18,location_11,1962
2017-03-18,location_12,1144
2017-03-18,location_13,786
2017-03-18,location_14,1189
2017-03-18,location_15,1245
2017-03-18,location_16,801
2017-03-18,location_17,1131
2017-03-18,location_18,1253
2017-03-18,location_19,1155
2017-03-18,location_20,1288
2017-03-18,location_23,996
2017-03-18,location_24,2203
2017-03-18,location_25,919
2017-03-18,location_26,468
2017-03-18,location_27,1495
2017-03-18,location_28,1011
2017-03-18,location_30,598
2017-03-18,location_31,1238
2017-03-18,location_32,453
2017-03-18,location_33,935
2017-03-18,location_34,2271
2017-03-18,location_35,626
2017-03-18,location_36,1044
2017-03-18,location_37,1601
2017-03-18,location_38,1478
2017-03-18,location_39,1097
2017-03-18,location_40,1285
2017-03-18,location_41,947
2017-03-18,location_43,1217
2017-03-18,location_44,4037
2017-03-18,location_45,3170
2017-03-18,location_46,2940
2017-03-18,location_47,3410
2017-03-18,location_48,2460
2017-03-18,location_49,2548
2017-03-18,location_50,2261
2017-03-18,location_51,1571
2017-03-18,location_53,800
2017-03-18,location_54,784
2017-03-19,location_1,1700
2017-03-19,location_2,1755
2017-03-19,location_3,2852
2017-03-19,location_4,1319
2017-03-19,location_5,1419
2017-03-19,location_6,1571
2017-03-19,location_7,1551
2017-03-19,location_8,2497
2017-03-19,location_9,1824
2017-03-19,location_10,872
2017-03-19,location_11,2060
2017-03-19,location_12,1207
2017-03-19,location_13,815
2017-03-19,location_14,1233
2017-03-19,location_15,1360
2017-03-19,location_16,843
2017-03-19,location_17,1199
2017-03-19,location_18,1221
2017-03-19,location_19,1046
2017-03-19,location_20,1382
2017-03-19,location_23,928
2017-03-19,location_24,2200
2017-03-19,location_25,876
2017-03-19,location_26,508
2017-03-19,location_27,1509
2017-03-19,location_28,1104
2017-03-19,location_30,701
2017-03-19,location_31,1374
2017-03-19,location_32,564
2017-03-19,location_33,1089
2017-03-19,location_34,2289
2017-03-19,location_35,703
2017-03-19,location_36,1122
2017-03-19,location_37,1354
2017-03-19,location_38,1396
2017-03-19,location_39,1271
2017-03-19,location_40,1404
2017-03-19,location_41,930
2017-03-19,location_43,1306
2017-03-19,location_44,3497
2017-03-19,location_45,3026
2017-03-19,location_46,2738
2017-03-19,location_47,3168
2017-03-19,location_48,2398
2017-03-19,location_49,2328
2017-03-19,location_50,1951
2017-03-19,location_51,1404
2017-03-19,location_53,728
2017-03-19,location_54,822
2017-03-20,location_1,1821
2017-03-20,location_2,1941
2017-03-20,location_3,3049
2017-03-20,location_4,1467
2017-03-20,location_5,1496
2017-03-20,location_6,1620
2017-03-20,location_7,1875
2017-03-20,location_8,2989
2017-03-20,location_9,1771
2017-03-20,location_10,816
2017-03-20,location_11,2001
2017-03-20,location_12,1058
2017-03-20,location_13,845
2017-03-20,location_14,1231
2017-03-20,location_15,1278
2017-03-20,location_16,826
2017-03-20,location_17,1156
2017-03-20,location_18,1200
2017-03-20,location_19,1227
2017-03-20,location_20,1282
2017-03-20,location_23,1034
2017-03-20,location_24,2570
2017-03-20,location_25,1254
2017-03-20,location_26,547
2017-03-20,location_27,1546
2017-03-20,location_28,995
2017-03-20,location_29,2599
2017-03-20,location_30,686
2017-03-20,location_31,1361
2017-03-20,location_32,657
2017-03-20,location_33,908
2017-03-20,location_34,2489
2017-03-20,location_35,669
2017-03-20,location_36,1159
2017-03-20,location_37,1614
2017-03-20,location_38,1568
2017-03-20,location_39,1162
2017-03-20,location_40,1422
2017-03-20,location_41,1005
2017-03-20,location_43,1349
2017-03-20,location_44,4176
2017-03-20,location_45,3648
2017-03-20,location_46,3291
2017-03-20,location_47,3764
2017-03-20,location_48,2648
2017-03-20,location_49,2881
2017-03-20,location_50,2517
2017-03-20,location_51,1698
2017-03-20,location_53,783
2017-03-20,location_54,828
2017-03-21,location_1,1361
2017-03-21,location_2,2114
2017-03-21,location_3,3648
2017-03-21,location_4,1748
2017-03-21,location_5,1499
2017-03-21,location_6,2155
2017-03-21,location_7,1780
2017-03-21,location_8,2985
2017-03-21,location_9,2314
2017-03-21,location_10,1056
2017-03-21,location_11,2471
2017-03-21,location_12,1253
2017-03-21,location_13,1144
2017-03-21,location_14,1697
2017-03-21,location_15,1412
2017-03-21,location_16,976
2017-03-21,location_17,1435
2017-03-21,location_18,1357
2017-03-21,location_19,2064
2017-03-21,location_20,2128
2017-03-21,location_23,1025
2017-03-21,location_24,2357
2017-03-21,location_25,1712
2017-03-21,location_26,556
2017-03-21,location_27,2033
2017-03-21,location_28,1242
2017-03-21,location_29,2242
2017-03-21,location_30,724
2017-03-21,location_31,1443
2017-03-21,location_32,782
2017-03-21,location_33,1151
2017-03-21,location_34,2509
2017-03-21,location_35,786
2017-03-21,location_36,1360
2017-03-21,location_37,1634
2017-03-21,location_38,2287
2017-03-21,location_39,1796
2017-03-21,location_40,1435
2017-03-21,location_41,1130
2017-03-21,location_43,1443
2017-03-21,location_44,5264
2017-03-21,location_45,4378
2017-03-21,location_46,4589
2017-03-21,location_47,4872
2017-03-21,location_48,3797
2017-03-21,location_49,3186
2017-03-21,location_50,3309
2017-03-21,location_51,1660
2017-03-21,location_53,935
2017-03-21,location_54,999
2017-03-22,location_1,534
2017-03-22,location_2,2037
2017-03-22,location_3,3545
2017-03-22,location_4,1809
2017-03-22,location_5,1322
2017-03-22,location_6,2204
2017-03-22,location_7,1595
2017-03-22,location_8,2728
2017-03-22,location_9,2285
2017-03-22,location_10,915
2017-03-22,location_11,2547
2017-03-22,location_12,1240
2017-03-22,location_13,868
2017-03-22,location_14,1125
2017-03-22,location_15,1104
2017-03-22,location_16,1032
2017-03-22,location_17,1554
2017-03-22,location_18,1309
2017-03-22,location_19,1353
2017-03-22,location_20,2333
2017-03-22,location_23,970
2017-03-22,location_24,1831
2017-03-22,location_25,1013
2017-03-22,location_26,619
2017-03-22,location_27,2052
2017-03-22,location_28,1528
2017-03-22,location_29,2236
2017-03-22,location_30,617
2017-03-22,location_31,1581
2017-03-22,location_32,643
2017-03-22,location_33,1072
2017-03-22,location_34,2241
2017-03-22,location_35,683
2017-03-22,location_36,1194
2017-03-22,location_37,1305
2017-03-22,location_38,2413
2017-03-22,location_39,1581
2017-03-22,location_40,1132
2017-03-22,location_41,1187
2017-03-22,location_43,1360
2017-03-22,location_44,5204
2017-03-22,location_45,4430
2017-03-22,location_46,4575
2017-03-22,location_47,4757
2017-03-22,location_48,4118
2017-03-22,location_49,3231
2017-03-22,location_50,3024
2017-03-22,location_51,1797
2017-03-22,location_53,854
2017-03-22,location_54,1107
2017-03-23,location_1,1805
2017-03-23,location_2,1874
2017-03-23,location_3,2850
2017-03-23,location_4,1335
2017-03-23,location_5,1481
2017-03-23,location_6,1682
2017-03-23,location_7,1728
2017-03-23,location_8,2657
2017-03-23,location_9,1953
2017-03-23,location_10,939
2017-03-23,location_11,2087
2017-03-23,location_12,1102
2017-03-23,location_13,882
2017-03-23,location_14,1472
2017-03-23,location_15,1389
2017-03-23,location_16,898
2017-03-23,location_17,1354
2017-03-23,location_18,1303
2017-03-23,location_19,1233
2017-03-23,location_20,1350
2017-03-23,location_23,1017
2017-03-23,location_24,2366
2017-03-23,location_25,840
2017-03-23,location_26,575
2017-03-23,location_27,1523
2017-03-23,location_28,1067
2017-03-23,location_29,1426
2017-03-23,location_30,671
2017-03-23,location_31,1335
2017-03-23,location_32,555
2017-03-23,location_33,1107
2017-03-23,location_34,2372
2017-03-23,location_35,709
2017-03-23,location_36,1171
2017-03-23,location_37,1552
2017-03-23,location_38,1483
2017-03-23,location_39,1267
2017-03-23,location_40,1683
2017-03-23,location_41,971
2017-03-23,location_43,1433
2017-03-23,location_44,3806
2017-03-23,location_45,3244
2017-03-23,location_46,3143
2017-03-23,location_47,3444
2017-03-23,location_48,2553
2017-03-23,location_49,2515
2017-03-23,location_50,2199
2017-03-23,location_51,1584
2017-03-23,location_53,800
2017-03-23,location_54,821
2017-03-24,location_1,1726
2017-03-24,location_2,1786
2017-03-24,location_3,2701
2017-03-24,location_4,1374
2017-03-24,location_5,1365
2017-03-24,location_6,1521
2017-03-24,location_7,1734
2017-03-24,location_8,2522
2017-03-24,location_9,1836
2017-03-24,location_10,913
2017-03-24,location_11,2179
2017-03-24,location_12,1139
2017-03-24,location_13,877
2017-03-24,location_14,1337
2017-03-24,location_15,1443
2017-03-24,location_16,834
2017-03-24,location_17,1252
2017-03-24,location_18,1314
2017-03-24,location_19,1281
2017-03-24,location_20,1329
2017-03-24,location_23,927
2017-03-24,location_24,2258
2017-03-24,location_25,814
2017-03-24,location_26,483
2017-03-24,location_27,1477
2017-03-24,location_28,1187
2017-03-24,location_29,1525
2017-03-24,location_30,772
2017-03-24,location_31,1361
2017-03-24,location_32,599
2017-03-24,location_33,1153
2017-03-24,location_34,2179
2017-03-24,location_35,753
2017-03-24,location_36,1308
2017-03-24,location_37,1494
2017-03-24,location_38,1463
2017-03-24,location_39,1282
2017-03-24,location_40,1558
2017-03-24,location_41,927
2017-03-24,location_43,1199
2017-03-24,location_44,3832
2017-03-24,location_45,2839
2017-03-24,location_46,2751
2017-03-24,location_47,3055
2017-03-24,location_48,2372
2017-03-24,location_49,2277
2017-03-24,location_50,2043
2017-03-24,location_51,1453
2017-03-24,location_53,734
2017-03-24,location_54,755
2017-03-25,location_1,1890
2017-03-25,location_2,1867
2017-03-25,location_3,3028
2017-03-25,location_4,1459
2017-03-25,location_5,1444
2017-03-25,location_6,1684
2017-03-25,location_7,1893
2017-03-25,location_8,2775
2017-03-25,location_9,1729
2017-03-25,location_10,832
2017-03-25,location_11,1881
2017-03-25,location_12,1139
2017-03-25,location_13,870
2017-03-25,location_14,1236
2017-03-25,location_15,1369
2017-03-25,location_16,847
2017-03-25,location_17,1203
2017-03-25,location_18,1283
2017-03-25,location_19,1210
2017-03-25,location_20,1267
2017-03-25,location_23,991
2017-03-25,location_24,2281
2017-03-25,location_25,947
2017-03-25,location_26,594
2017-03-25,location_27,1513
2017-03-25,location_28,904
2017-03-25,location_29,1262
2017-03-25,location_30,656
2017-03-25,location_31,1074
2017-03-25,location_32,545
2017-03-25,location_33,970
2017-03-25,location_34,2142
2017-03-25,location_35,666
2017-03-25,location_36,1057
2017-03-25,location_37,1641
2017-03-25,location_38,1495
2017-03-25,location_39,1070
2017-03-25,location_40,1395
2017-03-25,location_41,978
2017-03-25,location_43,1190
2017-03-25,location_44,4172
2017-03-25,location_45,3092
2017-03-25,location_46,2864
2017-03-25,location_47,3389
2017-03-25,location_48,2317
2017-03-25,location_49,2449
2017-03-25,location_50,2139
2017-03-25,location_51,1566
2017-03-25,location_53,828
2017-03-25,location_54,749
2017-03-26,location_1,1607
2017-03-26,location_2,1747
2017-03-26,location_3,2597
2017-03-26,location_4,1259
2017-03-26,location_5,1332
2017-03-26,location_6,1555
2017-03-26,location_7,1585
2017-03-26,location_8,2442
2017-03-26,location_9,1776
2017-03-26,location_10,781
2017-03-26,location_11,1924
2017-03-26,location_12,1164
2017-03-26,location_13,793
2017-03-26,location_14,1311
2017-03-26,location_15,1336
2017-03-26,location_16,799
2017-03-26,location_17,1125
2017-03-26,location_18,1249
2017-03-26,location_19,1148
2017-03-26,location_20,1247
2017-03-26,location_23,972
2017-03-26,location_24,2069
2017-03-26,location_25,909
2017-03-26,location_26,475
2017-03-26,location_27,1492
2017-03-26,location_28,992
2017-03-26,location_29,1032
2017-03-26,location_30,648
2017-03-26,location_31,1324
2017-03-26,location_32,588
2017-03-26,location_33,1017
2017-03-26,location_34,2133
2017-03-26,location_35,701
2017-03-26,location_36,1097
2017-03-26,location_37,1525
2017-03-26,location_38,1333
2017-03-26,location_39,1227
2017-03-26,location_40,1276
2017-03-26,location_41,919
2017-03-26,location_43,1234
2017-03-26,location_44,3561
2017-03-26,location_45,2789
2017-03-26,location_46,2796
2017-03-26,location_47,3037
2017-03-26,location_48,2248
2017-03-26,location_49,2323
2017-03-26,location_50,2259
2017-03-26,location_51,1412
2017-03-26,location_53,697
2017-03-26,location_54,738
2017-03-27,location_1,1895
2017-03-27,location_2,1986
2017-03-27,location_3,3095
2017-03-27,location_4,1536
2017-03-27,location_5,1465
2017-03-27,location_6,1694
2017-03-27,location_7,1935
2017-03-27,location_8,2846
2017-03-27,location_9,1753
2017-03-27,location_10,773
2017-03-27,location_11,2002
2017-03-27,location_12,1032
2017-03-27,location_13,836
2017-03-27,location_14,1207
2017-03-27,location_15,1191
2017-03-27,location_16,845
2017-03-27,location_17,1102
2017-03-27,location_18,1184
2017-03-27,location_19,1193
2017-03-27,location_20,1254
2017-03-27,location_23,1012
2017-03-27,location_24,2437
2017-03-27,location_25,1322
2017-03-27,location_26,575
2017-03-27,location_27,1696
2017-03-27,location_28,1006
2017-03-27,location_29,1152
2017-03-27,location_30,671
2017-03-27,location_31,1290
2017-03-27,location_32,602
2017-03-27,location_33,911
2017-03-27,location_34,2444
2017-03-27,location_35,672
2017-03-27,location_36,1181
2017-03-27,location_37,1631
2017-03-27,location_38,1530
2017-03-27,location_39,1159
2017-03-27,location_40,1401
2017-03-27,location_41,989
2017-03-27,location_43,1361
2017-03-27,location_44,4146
2017-03-27,location_45,3481
2017-03-27,location_46,3086
2017-03-27,location_47,3521
2017-03-27,location_48,2474
2017-03-27,location_49,2740
2017-03-27,location_50,2457
2017-03-27,location_51,1617
2017-03-27,location_53,737
2017-03-27,location_54,826
2017-03-28,location_1,1279
2017-03-28,location_2,2087
2017-03-28,location_3,3556
2017-03-28,location_4,1783
2017-03-28,location_5,1498
2017-03-28,location_6,2150
2017-03-28,location_7,1785
2017-03-28,location_8,2840
2017-03-28,location_9,2368
2017-03-28,location_10,1121
2017-03-28,location_11,2270
2017-03-28,location_12,1178
2017-03-28,location_13,1149
2017-03-28,location_14,1641
2017-03-28,location_15,1276
2017-03-28,location_16,941
