item_id,category_of_item,class,perishable
item_1057490,cleaning_utilities,class_3046,0
item_1057491,cleaning_utilities,class_3046,0
item_1057495,cleaning_utilities,class_3046,0
item_1057498,cleaning_utilities,class_3046,0
item_1057515,cleaning_utilities,class_3046,0
item_1058820,cleaning_utilities,class_3004,0
item_1060036,beverages,class_1138,0
item_1062338,grocery_items,class_1026,0
item_1062374,meat_based_items,class_2302,1
item_1062926,beverages,class_1122,0
item_1062927,beverages,class_1122,0
item_1064018,grocery_items,class_1078,0
item_1065599,meat_based_items,class_2304,1
item_1066900,beverages,class_1136,0
item_1066901,beverages,class_1136,0
item_1070962,grocery_items,class_1026,0
item_1071928,personal_care,class_4114,0
item_1071949,beverages,class_1120,0
item_1072167,deli_items,class_2644,1
item_1072173,baked_items / bread_based,class_2708,1
item_1074327,beverages,class_1120,0
item_1075283,grocery_items,class_1030,0
item_1075891,cleaning_utilities,class_3018,0
item_1076065,grocery_items,class_1003,0
item_1076066,grocery_items,class_1003,0
item_1076155,grocery_items,class_1010,0
item_1076335,grocery_items,class_1086,0
item_1078288,grocery_items,class_1004,0
item_1079214,cleaning_utilities,class_3022,0
item_1079215,cleaning_utilities,class_3022,0
item_1079220,cleaning_utilities,class_3022,0
item_1079254,cleaning_utilities,class_3020,0
item_1079257,cleaning_utilities,class_3030,0
item_1079258,cleaning_utilities,class_3030,0
item_1079329,other_bevrages,class_1364,0
item_1079331,cleaning_utilities,class_3020,0
item_1080001,other_bevrages,class_1314,0
item_1080009,other_bevrages,class_1380,0
item_1080021,grocery_items,class_1022,0
item_1080756,grocery_items,class_1038,0
item_1081359,grocery_items,class_1088,0
item_1082042,grocery_items,class_1040,0
item_1082391,grocery_items,class_1040,0
item_1082578,cleaning_utilities,class_3028,0
item_1082907,eggs,class_2502,1
item_1083152,dairy_items,class_2116,1
item_1083154,personal_care,class_4126,0
item_1083196,dairy_items,class_2116,1
item_1083517,grocery_items,class_1048,0
item_1083518,grocery_items,class_1048,0
item_1084365,meat_based_items,class_2302,1
item_1084417,grocery_items,class_1048,0
item_1084425,beverages,class_1136,0
item_1084436,grocery_items,class_1074,0
item_1084437,grocery_items,class_1074,0
item_1084881,grocery_items,class_1040,0
item_1084882,grocery_items,class_1040,0
item_1085148,other_utilities,class_6806,0
item_1085150,other_utilities,class_6806,0
item_1085246,meat_based_items,class_2302,1
item_1085486,other_utilities,class_6810,0
item_1085686,cleaning_utilities,class_3040,0
item_1086172,grocery_items,class_1029,0
item_1087269,personal_care,class_4114,0
item_1087270,personal_care,class_4114,0
item_1087467,baked_items / bread_based,class_2708,1
item_1088002,beverages,class_1126,0
item_1089044,cleaning_utilities,class_3020,0
item_1089045,cleaning_utilities,class_3020,0
item_1089046,cleaning_utilities,class_3020,0
item_1089079,grocery_items,class_1034,0
item_1089163,eggs,class_2504,1
item_1089820,grocery_items,class_1002,0
item_1089843,baked_items / bread_based,class_2712,1
item_1089844,baked_items / bread_based,class_2712,1
item_1089845,baked_items / bread_based,class_2712,1
item_1089846,baked_items / bread_based,class_2712,1
item_1090401,other_bevrages,class_1318,0
item_1090419,cleaning_utilities,class_3046,0
item_1091333,grocery_items,class_1028,0
item_1091338,meat_based_items,class_2306,1
item_1091365,grocery_items,class_1016,0
item_1091366,grocery_items,class_1016,0
item_1091367,grocery_items,class_1016,0
item_1091368,grocery_items,class_1016,0
item_1091369,grocery_items,class_1016,0
item_1091370,grocery_items,class_1016,0
item_1091467,meat_based_items,class_2306,1
item_1092008,baked_items / bread_based,class_2712,1
item_1092061,dairy_items,class_2142,1
item_1092106,meat_based_items,class_2306,1
item_1093340,grocery_items,class_1093,0
item_1093344,grocery_items,class_1093,0
item_1093786,grocery_items,class_1004,0
item_1094235,grocery_items,class_1028,0
item_1094238,grocery_items,class_1048,0
item_1096235,personal_care,class_4114,0
item_1097187,grocery_items,class_1042,0
item_1098624,personal_care,class_4114,0
item_1099990,grocery_items,class_1030,0
item_1101724,beverages,class_1132,0
item_1102268,personal_care,class_4114,0
item_1102970,beverages,class_1122,0
item_1102971,beverages,class_1122,0
item_1102975,beverages,class_1122,0
item_1102976,beverages,class_1122,0
item_1104598,personal_care,class_4114,0
item_1104599,personal_care,class_4114,0
item_1104650,cleaning_utilities,class_3044,0
item_1104725,beverages,class_1132,0
item_1105210,grocery_items,class_1074,0
item_1105211,grocery_items,class_1074,0
item_1105212,grocery_items,class_1074,0
item_1105213,grocery_items,class_1074,0
item_1105214,grocery_items,class_1074,0
item_1105215,grocery_items,class_1074,0
item_1105228,grocery_items,class_1074,0
item_1105299,grocery_items,class_1074,0
item_1105831,grocery_items,class_1092,0
item_1106968,cleaning_utilities,class_3034,0
item_1109116,beverages,class_1120,0
item_1109173,grocery_items_2,class_1236,0
item_1109211,meat_based_items,class_2302,1
item_1109235,frozen_food,class_2242,0
item_1109325,beverages,class_1136,0
item_1109326,beverages,class_1136,0
item_1109389,grocery_items,class_1034,0
item_1109390,grocery_items,class_1034,0
item_1109391,grocery_items,class_1034,0
item_1110679,processed_food,class_2850,1
item_1111202,cleaning_utilities,class_3030,0
item_1112450,beverages,class_1136,0
item_1112839,cleaning_utilities,class_3038,0
item_1112840,cleaning_utilities,class_3038,0
item_1113847,deli_items,class_2654,1
item_1113852,deli_items,class_2654,1
item_1113872,grocery_items,class_1045,0
item_1114566,beverages,class_1124,0
item_1114567,beverages,class_1124,0
item_1114749,cleaning_utilities,class_3040,0
item_1114754,cleaning_utilities,class_3030,0
item_1114761,dairy_items,class_2122,1
item_1114903,cleaning_utilities,class_3034,0
item_1114914,cleaning_utilities,class_3038,0
item_1114924,beverages,class_1132,0
item_1116113,grocery_items,class_1004,0
item_1116370,grocery_items,class_1002,0
item_1117661,beverages,class_1132,0
item_1117662,beverages,class_1132,0
item_1117663,grocery_items,class_1034,0
item_1118683,other_utilities,class_6806,0
item_1118691,personal_care,class_4126,0
item_1118775,grocery_items,class_1028,0
item_1119216,cleaning_utilities,class_3046,0
item_1119217,cleaning_utilities,class_3046,0
item_1121513,cleaning_utilities,class_3020,0
item_1121514,cleaning_utilities,class_3020,0
item_1121515,cleaning_utilities,class_3020,0
item_1121615,deli_items,class_2630,1
item_1121616,deli_items,class_2644,1
item_1123722,grocery_items,class_1060,0
item_1124164,beverages,class_1124,0
item_1124165,beverages,class_1124,0
item_1124973,dairy_items,class_2116,1
item_1127860,grocery_items,class_1026,0
item_1127862,frozen_food,class_2210,0
item_1132005,beverages,class_1132,0
item_1133955,other_bevrages,class_1330,0
item_1134971,beverages,class_1132,0
item_1135438,grocery_items,class_1034,0
item_1136979,grocery_items,class_1030,0
item_1137146,grocery_items,class_1074,0
item_1138053,personal_care,class_4114,0
item_1141956,grocery_items,class_1088,0
item_1143685,beverages,class_1124,0
item_1143686,beverages,class_1124,0
item_1143691,grocery_items,class_1040,0
item_1145374,grocery_items,class_1026,0
item_1145597,beverages,class_1124,0
item_1146496,frozen_food,class_2246,0
item_1146497,frozen_food,class_2246,0
item_1146648,dairy_items,class_2116,1
item_1146783,grocery_items,class_1040,0
item_1146784,grocery_items,class_1040,0
item_1146785,grocery_items,class_1040,0
item_1146786,grocery_items,class_1040,0
item_1146787,grocery_items,class_1040,0
item_1146795,grocery_items,class_1040,0
item_1146796,grocery_items,class_1040,0
item_1146797,grocery_items,class_1040,0
item_1146799,grocery_items,class_1040,0
item_1146800,grocery_items,class_1040,0
item_1146801,grocery_items,class_1040,0
item_1146802,grocery_items,class_1040,0
item_1146803,grocery_items,class_1040,0
item_1146804,grocery_items,class_1040,0
item_1146974,grocery_items,class_1040,0
item_1147017,cleaning_utilities,class_3040,0
item_1147495,grocery_items,class_1002,0
item_1147731,other_utilities,class_6806,0
item_1148017,other_bevrages,class_1318,0
item_1148018,other_bevrages,class_1318,0
item_1148548,eggs,class_2502,1
item_1148719,grocery_items,class_1032,0
item_1148753,grocery_items,class_1030,0
item_1148812,beverages,class_1120,0
item_1148971,grocery_items,class_1076,0
item_1148972,grocery_items,class_1036,0
item_1149069,other_farm_produce,class_2070,1
item_1149225,cleaning_utilities,class_3040,0
item_1149579,baked_items / bread_based,class_2708,1
item_1150362,cleaning_utilities,class_3004,0
item_1150700,vegetables,class_2416,1
item_1150954,beverages,class_1124,0
item_1151128,grocery_items,class_1038,0
item_1152017,cleaning_utilities,class_3034,0
item_1152346,frozen_food,class_2210,0
item_1152348,frozen_food,class_2210,0
item_1152350,frozen_food,class_2210,0
item_1152355,frozen_food,class_2210,0
item_1152464,cleaning_utilities,class_3014,0
item_1153584,beverages,class_1122,0
item_1153597,grocery_items,class_1078,0
item_1154749,grocery_items,class_1034,0
item_1156722,grocery_items,class_1028,0
item_1156724,grocery_items,class_1028,0
item_1157329,grocery_items,class_1022,0
item_1157462,grocery_items,class_1040,0
item_1157479,beverages,class_1136,0
item_1157561,grocery_items,class_1040,0
item_1157562,grocery_items,class_1040,0
item_1157564,grocery_items,class_1040,0
item_1157685,grocery_items,class_1040,0
item_1157699,grocery_items,class_1040,0
item_1158705,beauty_products,class_4252,0
item_1158719,grocery_items,class_1040,0
item_1158720,grocery_items,class_1040,0
item_1159413,grocery_items,class_1040,0
item_1159414,grocery_items,class_1040,0
item_1159415,grocery_items,class_1040,0
item_1159597,cleaning_utilities,class_3038,0
item_1159598,cleaning_utilities,class_3038,0
item_1159726,grocery_items,class_1076,0
item_1159728,grocery_items,class_1076,0
item_1160752,grocery_items,class_1036,0
item_1160754,grocery_items,class_1078,0
item_1160796,grocery_items,class_1072,0
item_1160872,grocery_items,class_1076,0
item_1160873,grocery_items,class_1076,0
item_1160882,grocery_items,class_1080,0
item_1161046,grocery_items,class_1034,0
item_1161555,beverages,class_1132,0
item_1161556,beverages,class_1132,0
item_1161557,beverages,class_1132,0
item_1161571,grocery_items,class_1022,0
item_1161572,grocery_items,class_1040,0
item_1162382,grocery_items,class_1022,0
item_1162755,eggs,class_2502,1
item_1162759,eggs,class_2502,1
item_1162761,cleaning_utilities,class_3030,0
item_1162932,grocery_items,class_1034,0
item_1162933,grocery_items,class_1034,0
item_1162934,grocery_items,class_1034,0
item_1162935,grocery_items,class_1034,0
item_1163577,beverages,class_1132,0
item_1163583,grocery_items,class_1077,0
item_1164290,dairy_items,class_2116,1
item_1164923,beverages,class_1132,0
item_1165987,grocery_items,class_1028,0
item_1165988,grocery_items,class_1028,0
item_1165989,grocery_items,class_1028,0
item_1166036,grocery_items,class_1016,0
item_1166474,beverages,class_1120,0
item_1166475,beverages,class_1120,0
item_1166478,grocery_items,class_1028,0
item_1167175,grocery_items,class_1016,0
item_1167188,grocery_items_2,class_1236,0
item_1167487,grocery_items,class_1025,0
item_1167544,beverages,class_1124,0
item_1167545,beverages,class_1124,0
item_1167614,eggs,class_2502,1
item_1167754,grocery_items,class_1034,0
item_1168684,cleaning_utilities,class_3030,0
item_1168717,grocery_items,class_1026,0
item_1168718,grocery_items,class_1026,0
item_1168738,cleaning_utilities,class_3034,0
item_1168741,cleaning_utilities,class_3018,0
item_1171140,dairy_items,class_2124,1
item_1171142,grocery_items,class_1028,0
item_1172015,cleaning_utilities,class_3040,0
item_1173210,cleaning_utilities,class_3040,0
item_1173213,beverages,class_1126,0
item_1173853,grocery_items,class_1040,0
item_1174923,grocery_items,class_1074,0
item_1175993,grocery_items,class_1033,0
item_1176558,grocery_items,class_1026,0
item_1176559,grocery_items,class_1026,0
item_1176560,grocery_items,class_1026,0
item_1176561,grocery_items,class_1026,0
item_1176562,grocery_items,class_1026,0
item_1177984,grocery_items,class_1002,0
item_1178687,grocery_items,class_1026,0
item_1178691,cleaning_utilities,class_3020,0
item_1178692,cleaning_utilities,class_3020,0
item_1178696,cleaning_utilities,class_3020,0
item_1178697,cleaning_utilities,class_3020,0
item_1179109,grocery_items,class_1040,0
item_1179117,baked_items / bread_based,class_2708,1
item_1179119,baked_items / bread_based,class_2708,1
item_1179579,baked_items / bread_based,class_2714,1
item_1179580,baked_items / bread_based,class_2714,1
item_1179581,baked_items / bread_based,class_2716,1
item_1182733,beverages,class_1120,0
item_1209718,grocery_items,class_1042,0
item_1209719,grocery_items,class_1042,0
item_1209720,grocery_items,class_1042,0
item_1209721,grocery_items,class_1042,0
item_1210038,baked_items / bread_based,class_2702,1
item_1212452,other_bevrages,class_1318,0
item_1213906,cleaning_utilities,class_3032,0
item_1214325,cleaning_utilities,class_3032,0
item_1221045,grocery_items,class_1010,0
item_1221054,other_bevrages,class_1312,0
item_1222571,personal_care,class_4114,0
item_1222575,cleaning_utilities,class_3020,0
item_1224495,grocery_items,class_1016,0
item_1224521,beverages,class_1120,0
item_1225768,grocery_items,class_1016,0
item_1225769,grocery_items,class_1016,0
item_1225770,grocery_items,class_1016,0
item_1225771,grocery_items,class_1016,0
item_1226506,other_utilities,class_6954,0
item_1226507,other_utilities,class_6954,0
item_1226920,grocery_items,class_1028,0
item_1228300,cleaning_utilities,class_3044,0
item_1228312,grocery_items,class_1028,0
item_1228319,beverages,class_1136,0
item_1228320,grocery_items,class_1088,0
item_1228321,grocery_items,class_1088,0
item_1228937,personal_care,class_4118,0
item_1228945,personal_care,class_4118,0
item_1228950,personal_care,class_4118,0
item_1228994,personal_care,class_4176,0
item_1228995,personal_care,class_4176,0
item_1229023,personal_care,class_4176,0
item_1229025,personal_care,class_4176,0
item_1229026,personal_care,class_4176,0
item_1229028,personal_care,class_4176,0
item_1229440,personal_care,class_4104,0
item_1229469,personal_care,class_4138,0
item_1229500,personal_care,class_4162,0
item_1229566,personal_care,class_4118,0
item_1229576,personal_care,class_4118,0
item_1229584,personal_care,class_4118,0
item_1229591,personal_care,class_4118,0
item_1229625,personal_care,class_4118,0
item_1229636,personal_care,class_4118,0
item_1229642,personal_care,class_4118,0
item_1229643,personal_care,class_4118,0
item_1229664,personal_care,class_4138,0
item_1229676,personal_care,class_4138,0
item_1229686,personal_care,class_4140,0
item_1229882,personal_care,class_4104,0
item_1229919,personal_care,class_4138,0
item_1229920,personal_care,class_4138,0
item_1229935,personal_care,class_4138,0
item_1230003,personal_care,class_4176,0
item_1230014,personal_care,class_4176,0
item_1230060,personal_care,class_4138,0
item_1230228,personal_care,class_4138,0
item_1230244,personal_care,class_4138,0
item_1230327,personal_care,class_4138,0
item_1230416,personal_care,class_4130,0
item_1230417,personal_care,class_4130,0
item_1230418,personal_care,class_4130,0
item_1230426,personal_care,class_4138,0
item_1230430,personal_care,class_4162,0
item_1230440,personal_care,class_4138,0
item_1230441,personal_care,class_4138,0
item_1230461,personal_care,class_4138,0
item_1231869,personal_care,class_4176,0
item_1233161,personal_care,class_4141,0
item_1234340,grocery_items,class_1028,0
item_1235251,grocery_items,class_1034,0
item_1235334,grocery_items,class_1028,0
item_1235364,grocery_items,class_1092,0
item_1235365,grocery_items,class_1092,0
item_1237005,grocery_items,class_1036,0
item_1237410,grocery_items,class_1034,0
item_1238497,dairy_items,class_2174,1
item_1239294,grocery_items,class_1002,0
item_1239720,dairy_items,class_2152,1
item_1239736,dairy_items,class_2164,1
item_1239739,dairy_items,class_2164,1
item_1239740,dairy_items,class_2164,1
item_1239741,dairy_items,class_2164,1
item_1239746,dairy_items,class_2164,1
item_1239748,dairy_items,class_2164,1
item_1239749,dairy_items,class_2164,1
item_1239782,dairy_items,class_2174,1
item_1239783,dairy_items,class_2174,1
item_1239785,dairy_items,class_2174,1
item_1239788,dairy_items,class_2152,1
item_1239789,dairy_items,class_2162,1
item_1239790,dairy_items,class_2162,1
item_1239791,dairy_items,class_2162,1
item_1239792,dairy_items,class_2162,1
item_1239793,dairy_items,class_2162,1
item_1239794,dairy_items,class_2162,1
item_1239795,dairy_items,class_2162,1
item_1239796,dairy_items,class_2162,1
item_1239797,dairy_items,class_2162,1
item_1239798,dairy_items,class_2162,1
item_1239800,dairy_items,class_2162,1
item_1239806,dairy_items,class_2166,1
item_1239807,dairy_items,class_2166,1
item_1239808,dairy_items,class_2170,1
item_1239809,dairy_items,class_2170,1
item_1239810,dairy_items,class_2170,1
item_1239812,dairy_items,class_2170,1
item_1239813,dairy_items,class_2170,1
item_1239815,dairy_items,class_2170,1
item_1239817,dairy_items,class_2170,1
item_1239818,dairy_items,class_2170,1
item_1239819,dairy_items,class_2170,1
item_1239820,dairy_items,class_2174,1
item_1239840,dairy_items,class_2170,1
item_1239841,dairy_items,class_2170,1
item_1239842,dairy_items,class_2170,1
item_1239843,dairy_items,class_2170,1
item_1239844,dairy_items,class_2170,1
item_1239845,dairy_items,class_2170,1
item_1239846,dairy_items,class_2170,1
item_1239847,dairy_items,class_2170,1
item_1239852,vegetables,class_2420,1
item_1239853,vegetables,class_2420,1
item_1239854,vegetables,class_2420,1
item_1239855,vegetables,class_2420,1
item_1239856,vegetables,class_2420,1
item_1239857,vegetables,class_2420,1
item_1239858,vegetables,class_2420,1
item_1239859,vegetables,class_2420,1
item_1239860,vegetables,class_2420,1
item_1239861,vegetables,class_2420,1
item_1239862,vegetables,class_2420,1
item_1239867,vegetables,class_2420,1
item_1239868,vegetables,class_2420,1
item_1239869,vegetables,class_2420,1
item_1239870,vegetables,class_2420,1
item_1239871,vegetables,class_2420,1
item_1239875,vegetables,class_2420,1
item_1239876,vegetables,class_2420,1
item_1239877,vegetables,class_2420,1
item_1239879,vegetables,class_2420,1
item_1239880,vegetables,class_2420,1
item_1239881,vegetables,class_2420,1
item_1239882,vegetables,class_2420,1
item_1239883,vegetables,class_2420,1
item_1239887,dairy_items,class_2152,1
item_1239890,vegetables,class_2420,1
item_1239891,vegetables,class_2420,1
item_1239897,vegetables,class_2420,1
item_1239898,vegetables,class_2420,1
item_1239899,vegetables,class_2420,1
item_1239901,vegetables,class_2420,1
item_1239902,vegetables,class_2420,1
item_1239903,vegetables,class_2420,1
item_1239905,dairy_items,class_2172,1
item_1239906,dairy_items,class_2172,1
item_1239908,dairy_items,class_2172,1
item_1239911,dairy_items,class_2172,1
item_1239912,dairy_items,class_2172,1
item_1239913,dairy_items,class_2172,1
item_1239914,dairy_items,class_2172,1
item_1239915,dairy_items,class_2172,1
item_1239916,dairy_items,class_2172,1
item_1239918,dairy_items,class_2172,1
item_1239953,dairy_items,class_2172,1
item_1239954,dairy_items,class_2174,1
item_1239955,dairy_items,class_2174,1
item_1239956,dairy_items,class_2174,1
item_1239986,vegetables,class_2420,1
item_1240160,beverages,class_1120,0
item_1242666,grocery_items,class_1094,0
item_1242667,grocery_items,class_1094,0
item_1242670,grocery_items,class_1094,0
item_1243803,beverages,class_1120,0
item_1243805,beverages,class_1120,0
item_1243814,beverages,class_1122,0
item_1243815,beverages,class_1122,0
item_1243816,beverages,class_1122,0
item_1243817,beverages,class_1122,0
item_1245918,grocery_items,class_1088,0
item_1246493,grocery_items,class_1016,0
item_1246495,grocery_items,class_1016,0
item_1246498,grocery_items,class_1016,0
item_1246757,grocery_items,class_1074,0
item_1246758,grocery_items,class_1074,0
item_1246784,grocery_items,class_1074,0
item_1246785,grocery_items,class_1074,0
item_1247036,processed_food,class_2864,1
item_1248391,grocery_items,class_1096,0
item_1248394,grocery_items,class_1096,0
item_1248464,grocery_items,class_1088,0
item_1250226,grocery_items,class_1028,0
item_1253470,grocery_items,class_1030,0
item_1253708,beauty_products,class_4250,0
item_1253765,personal_care,class_4114,0
item_1254013,personal_care,class_4114,0
item_1254310,other_utilities,class_6920,0
item_1255777,beverages,class_1124,0
item_1257555,dairy_items,class_2116,1
item_1259006,eggs,class_2506,1
item_1259007,eggs,class_2506,1
item_1259952,grocery_items,class_1030,0
item_1260238,cleaning_utilities,class_3034,0
item_1260241,grocery_items,class_1058,0
item_1260242,grocery_items,class_1058,0
item_1261025,beverages,class_1124,0
item_1261376,grocery_items,class_1058,0
item_1273024,dairy_items,class_2152,1
item_1279049,baked_items / bread_based,class_2708,1
item_1280677,cleaning_utilities,class_3046,0
item_1281011,beverages,class_1124,0
item_1281253,grocery_items,class_1056,0
item_1281780,cleaning_utilities,class_3024,0
item_1282047,grocery_items,class_1002,0
item_1282207,cleaning_utilities,class_3020,0
item_1284221,grocery_items,class_1084,0
item_1285150,beverages,class_1124,0
item_1285154,beverages,class_1124,0
item_1288226,meat_based_items,class_2302,1
item_1288843,meat_based_items,class_2302,1
item_1289417,grocery_items,class_1002,0
item_1289418,grocery_items,class_1002,0
item_1294665,baked_items / bread_based,class_2756,1
item_1298766,cleaning_utilities,class_3018,0
item_1299616,dairy_items,class_2174,1
item_1300325,grocery_items,class_1039,0
item_1302670,cleaning_utilities,class_3060,0
item_1303141,baked_items / bread_based,class_2714,1
item_1304243,cleaning_utilities,class_3024,0
item_1304488,grocery_items,class_1026,0
item_1304490,grocery_items,class_1026,0
item_1304491,grocery_items,class_1026,0
item_1305845,deli_items,class_2644,1
item_1306155,personal_care,class_4118,0
item_1306196,cleaning_utilities,class_3020,0
item_1306197,cleaning_utilities,class_3020,0
item_1306198,cleaning_utilities,class_3020,0
item_1306199,cleaning_utilities,class_3020,0
item_1309245,baked_items / bread_based,class_2786,1
item_1309246,baked_items / bread_based,class_2786,1
item_1309297,beverages,class_1120,0
item_1309298,beverages,class_1122,0
item_1309300,beverages,class_1124,0
item_1309560,baked_items / bread_based,class_2716,1
item_1309672,grocery_items,class_1045,0
item_1309856,cleaning_utilities,class_3020,0
item_1310076,cleaning_utilities,class_3004,0
item_1310081,cleaning_utilities,class_3004,0
item_1311104,other_bevrages,class_1326,0
item_1312957,grocery_items,class_1040,0
item_1313222,baked_items / bread_based,class_2714,1
item_1313223,baked_items / bread_based,class_2714,1
item_1314409,grocery_items,class_1039,0
item_1314549,cleaning_utilities,class_3028,0
item_1316369,grocery_items,class_1026,0
item_1316461,cleaning_utilities,class_3012,0
item_1317092,other_utilities,class_6918,0
item_1317094,grocery_items,class_1026,0
item_1317095,grocery_items,class_1026,0
item_1317096,grocery_items,class_1026,0
item_1320180,cleaning_utilities,class_3046,0
item_1320701,eggs,class_2506,1
item_1320708,grocery_items,class_1072,0
item_1320857,grocery_items,class_1010,0
item_1321332,cleaning_utilities,class_3020,0
item_1321336,grocery_items,class_1012,0
item_1321497,baked_items / bread_based,class_2714,1
item_1322479,grocery_items,class_1016,0
item_1323011,cleaning_utilities,class_3008,0
item_1323422,grocery_items,class_1003,0
item_1323985,baked_items / bread_based,class_2782,1
item_1324174,grocery_items,class_1010,0
item_1324182,beverages,class_1132,0
item_1324591,grocery_items,class_1074,0
item_1324667,grocery_items,class_1094,0
item_1324668,grocery_items,class_1094,0
item_1324670,grocery_items,class_1094,0
item_1324845,cleaning_utilities,class_3020,0
item_1324851,cleaning_utilities,class_3020,0
item_1325324,cleaning_utilities,class_3020,0
item_1325325,cleaning_utilities,class_3020,0
item_1325330,cleaning_utilities,class_3020,0
item_1325362,grocery_items,class_1084,0
item_1328340,grocery_items,class_1078,0
item_1328471,cleaning_utilities,class_3016,0
item_1328495,beverages,class_1136,0
item_1328672,deli_items,class_2644,1
item_1328907,personal_care,class_4114,0
item_1331068,personal_care,class_4138,0
item_1331407,dairy_items,class_2103,1
item_1332103,personal_care,class_4114,0
item_1332664,dairy_items,class_2128,1
item_1332688,deli_items,class_2632,1
item_1332689,deli_items,class_2636,1
item_1333224,grocery_items,class_1040,0
item_1333225,grocery_items,class_1040,0
item_1333307,baked_items / bread_based,class_2786,1
item_1333994,grocery_items,class_1040,0
item_1334068,grocery_items,class_1028,0
item_1334074,grocery_items,class_1044,0
item_1335305,cleaning_utilities,class_3040,0
item_1336459,beverages,class_1124,0
item_1336461,beverages,class_1124,0
item_1339795,grocery_items,class_1028,0
item_1339879,frozen_food,class_2218,0
item_1339880,frozen_food,class_2218,0
item_1339882,frozen_food,class_2218,0
item_1339883,frozen_food,class_2218,0
item_1342003,grocery_items,class_1014,0
item_1342006,grocery_items,class_1014,0
item_1342007,grocery_items,class_1014,0
item_1342008,grocery_items,class_1014,0
item_1342009,grocery_items,class_1014,0
item_1344514,dairy_items,class_2116,1
item_1344755,grocery_items,class_1012,0
item_1345067,grocery_items,class_1030,0
item_1345068,grocery_items,class_1030,0
item_1345070,grocery_items,class_1030,0
item_1345071,grocery_items,class_1030,0
item_1345072,grocery_items,class_1030,0
item_1345337,dairy_items,class_2152,1
item_1345352,dairy_items,class_2128,1
item_1345981,grocery_items,class_1072,0
item_1346410,cleaning_utilities,class_3032,0
item_1346621,grocery_items,class_1078,0
item_1346624,grocery_items,class_1096,0
item_1346625,cleaning_utilities,class_3008,0
item_1346626,cleaning_utilities,class_3008,0
item_1346627,cleaning_utilities,class_3008,0
item_1346628,cleaning_utilities,class_3008,0
item_1346629,cleaning_utilities,class_3008,0
item_1346630,cleaning_utilities,class_3008,0
item_1346631,cleaning_utilities,class_3008,0
item_1346632,cleaning_utilities,class_3008,0
item_1346636,cleaning_utilities,class_3008,0
item_1346637,cleaning_utilities,class_3008,0
item_1346638,cleaning_utilities,class_3008,0
item_1346643,cleaning_utilities,class_3040,0
item_1347810,grocery_items,class_1040,0
item_1347811,grocery_items,class_1040,0
item_1347977,grocery_items,class_1024,0
item_1348487,cleaning_utilities,class_3044,0
item_1348510,grocery_items,class_1034,0
item_1348983,grocery_items,class_1080,0
item_1349068,baked_items / bread_based,class_2702,1
item_1349806,grocery_items,class_1030,0
item_1349807,grocery_items,class_1030,0
item_1349808,grocery_items,class_1030,0
item_1350565,beverages,class_1136,0
item_1351227,grocery_items,class_1040,0
item_1351305,grocery_items,class_1042,0
item_1352751,cleaning_utilities,class_3004,0
item_1352754,cleaning_utilities,class_3004,0
item_1352758,cleaning_utilities,class_3004,0
item_1353189,deli_items,class_2650,1
item_1353191,grocery_items,class_1088,0
item_1353969,cleaning_utilities,class_3020,0
item_1354380,grocery_items,class_1042,0
item_1354381,grocery_items,class_1042,0
item_1354382,grocery_items,class_1042,0
item_1354383,grocery_items,class_1042,0
item_1354384,grocery_items,class_1042,0
item_1354385,grocery_items,class_1042,0
item_1354386,grocery_items,class_1042,0
item_1354387,grocery_items,class_1042,0
item_1354388,grocery_items,class_1042,0
item_1354389,grocery_items,class_1042,0
item_1354390,grocery_items,class_1042,0
item_1354711,grocery_items,class_1016,0
item_1354712,grocery_items,class_1016,0
item_1354713,grocery_items,class_1016,0
item_1354714,grocery_items,class_1016,0
item_1354719,grocery_items,class_1016,0
item_1356038,personal_care,class_4138,0
item_1359503,beverages,class_1120,0
item_1360009,kitchen_utilities,class_6329,0
item_1360010,kitchen_utilities,class_6329,0
item_1360012,kitchen_utilities,class_6329,0
item_1360013,kitchen_utilities,class_6329,0
item_1361205,dairy_items,class_2116,1
item_1363876,baked_items / bread_based,class_2716,1
item_1363877,grocery_items,class_1014,0
item_1363878,grocery_items,class_1014,0
item_1364636,kitchen_utilities,class_6338,0
item_1366212,kitchen_utilities_2,class_6257,0
item_1366213,kitchen_utilities_2,class_6257,0
item_1367273,kitchen_utilities_2,class_6212,0
item_1367438,kitchen_utilities,class_6330,0
item_1368456,kitchen_utilities_2,class_6267,0
item_1368479,kitchen_utilities_2,class_6269,0
item_1368480,kitchen_utilities_2,class_6269,0
item_1368488,kitchen_utilities_2,class_6269,0
item_1369793,kitchen_utilities_2,class_6238,0
item_1369873,kitchen_utilities,class_6330,0
item_1369875,kitchen_utilities,class_6352,0
item_1369876,kitchen_utilities,class_6352,0
item_1369972,kitchen_utilities,class_6330,0
item_1369973,kitchen_utilities,class_6330,0
item_1370025,kitchen_utilities,class_6338,0
item_1370542,kitchen_utilities_2,class_6223,0
item_1370547,kitchen_utilities_2,class_6257,0
item_1370548,kitchen_utilities_2,class_6257,0
item_1370552,kitchen_utilities_2,class_6257,0
item_1370564,kitchen_utilities_2,class_6269,0
item_1370565,kitchen_utilities_2,class_6269,0
item_1370566,kitchen_utilities_2,class_6269,0
item_1370568,kitchen_utilities_2,class_6269,0
